Gene_Name	pRDG
MUC6	0.177049637
MUC7	0.133418508
MUL1	0.122437851
MUM1	0.133293165
MUPCDH	0.114959426
MUS81	0.187346712
MUSK	0.778552203
MUT	0.691229162
MUTED	0.257722922
MUTYH	0.291379665
MVD	0.197545943
MVK	0.317701046
MVP	0.219176267
MX1	0.497926548
MXD1	0.132428148
MXD4	0.094121546
MXI1	0.180816391
MXRA5	0.09488223
MYADM	0.107641502
MYB	0.77718915
MYBBP1A	0.229705853
MYBL1	0.196401149
MYBL2	0.255961434
MYBPC1	0.207813355
MYBPC3	0.214336156
MYBPH	0.118141753
MYBPHL	0.105209189
MYC	0.987498403
MYCBP2	0.109505737
MYCBPAP	0.088857587
MYCL1	0.422454356
MYCN	0.670905704
MYCT1	0.095180791
MYD88	0.121701285
MYEF2	0.307648099
MYF5	0.303662205
MYF6	0.281046212
MYH1	0.306256617
MYH11	0.400168582
MYH13	0.1881056
MYH14	0.145064271
MYH15	0.091139848
MYH2	0.231155551
MYH3	0.211817321
MYH4	0.188079275
MYH6	0.116254949
MYH7	0.167640074
MYH7B	0.323898571
MYH8	0.187025677
MYH9	0.643665176
MYL2	0.273356804
MYL3	0.22685277
MYL4	0.232080514
MYL6	0.170502808
MYL6B	0.108643303
MYL7	0.133742482
MYL9	0.148962011
MYLIP	0.151616059
MYLK2	0.149618579
MYLK3	0.141577095
MYLK4	0.117705286
MYNN	0.102291966
MYO10	0.203084771
MYO15A	0.159938376
MYO15B	0.114596308
MYO16	0.092677958
MYO18A	0.14389109
MYO18B	0.107927477
MYO1A	0.098061206
MYO1B	0.14154868
MYO1C	0.211962986
MYO1D	0.153889705
MYO1E	0.13153457
MYO1F	0.200792247
MYO1G	0.122255358
MYO3A	0.165195978
MYO5A	0.387946887
MYO5B	0.180212408
MYO5C	0.249069897
MYO6	0.319488147
MYO7A	0.338816238
MYO9A	0.113382285
MYO9B	0.364231941
MYOC	0.41045498
MYOCD	0.216212354
MYOD1	0.819875982
MYOF	0.13376662
MYOG	0.626621268
MYOM1	0.111598663
MYOM2	0.116013023
MYOM3	0.099846203
MYOT	0.227108026
MYOZ1	0.114147961
MYOZ2	0.157744146
MYOZ3	0.116370656
MYPN	0.111165359
MYRIP	0.107951344
MYST1	0.111764026
MYST3	0.135981704
MYST4	0.193714888
MYT1	0.115816143
MYT1L	0.116388256
MZF1	0.181368747
N4BP1	0.096929552
N4BP2	0.093313737
N4BP2L2	0.061389333
N6AMT1	0.095944535
N6AMT2	0.093431231
NAAA	0.218700806
NAALAD2	0.104825635
NAALADL1	0.112476816
NAB1	0.13428469
NAB2	0.164688682
NACA	0.202974773
NACAP1	0.202974773
NACC1	0.111622524
NADK	0.186403748
NADSYN1	0.101392387
NAE1	0.149212697
NAGA	0.394178162
NAGK	0.133590353
NAGLU	0.528490758
NAGPA	0.273875478
NAGS	0.268606479
NAIF1	0.109904588
NAIP	0.10896229
NALCN	0.103076073
NAMPT	0.230652831
NANOG	0.342487362
NANOGP1	0.076292854
NANOGP8	0.342487362
NANOS2	0.510486784
NANOS3	0.262280458
NANP	0.171158117
NAP1L1	0.18271778
NAP1L2	0.099552283
NAP1L3	0.078944848
NAP1L4	0.108877285
NAP1L5	0.110380662
NAPA	0.129717038
NAPB	0.135884977
NAPEPLD	0.185374253
NAPG	0.127471441
NAPRT1	0.113566887
NAPSB	0.055043265
NARF	0.100147976
NARFL	0.183882532
NARG1	0.197619824
NARG1L	0.133691595
NARG2	0.168081857
NARS	0.15015063
NARS2	0.108401214
NASP	0.146558844
NAT1	0.092031442
NAT10	0.136143445
NAT11	0.105228232
NAT12	0.103663019
NAT13	0.173313559
NAT14	0.114105256
NAT15	0.098885253
NAT2	0.091507635
NAT5	0.09481958
NAT6	0.077652033
NAT9	0.113920424
NAV1	0.146629443
NAV2	0.110884415
NAV3	0.117179105
NBEAL1	0.093018007
NBL1	0.231931951
NBN	0.653153228
NCALD	0.146243765
NCAM1	0.884692567
NCAM2	0.121637382
NCAN	0.164868902
NCAPD2	0.119660426
NCAPD3	0.099700397
NCAPG	0.092790767
NCAPG2	0.164118666
NCAPH	0.122616928
NCAPH2	0.096917123
NCBP1	0.1538568
NCBP2	0.178212948
NCBP2L	0.121100255
NCCRP1	0.13623333
NCDN	0.127794522
NCF1	0.383631985
NCF1B	0.115353732
NCF1C	0.116399674
NCF2	0.324002715
NCK1	0.61145531
NCK2	0.259025735
NCKAP1	0.186193481
NCKAP1L	0.104693196
NCKIPSD	0.109066486
NCL	0.73546502
NCLN	0.114325474
NCOA1	0.384797668
NCOA2	0.317227398
NCOA3	0.12630139
NCOA4	0.292335376
NCOA5	0.122602062
NCOA6	0.355159837
NCOA7	0.093339317
NCOR1	0.624516282
NCOR2	0.498517187
NCR1	0.273041464
NCR2	0.161001937
NCRNA00153	0.066636435
NCSTN	0.355584793
NDC80	0.447210488
NDE1	0.169226861
NDEL1	0.178883607
NDFIP1	0.123788961
NDFIP2	0.106259681
NDN	0.20471911
NDNL2	0.112835113
NDOR1	0.132995041
NDP	0.479455411
NDRG1	0.380960175
NDRG2	0.103226562
NDRG3	0.07693746
NDRG4	0.12093812
NDST1	0.185093619
NDST2	0.137982108
NDST3	0.119794971
NDST4	0.104084362
NDUFA1	1.02E-34
NDUFA10	0.109979907
NDUFA11	0.085755501
NDUFA12	0.111873358
NDUFA13	0.146287392
NDUFA2	0.180958174
NDUFA4	0.230213311
NDUFA4L2	0.143391253
NDUFA6	0.336273588
NDUFA7	0.132506776
NDUFA8	0.226137939
NDUFA9	0.169820194
NDUFAB1	0.439436361
NDUFAF2	0.052426967
NDUFB1	0.047307245
NDUFB10	0.099025447
NDUFB11	0.335104058
NDUFB2	0.098006028
NDUFB4	0.129410854
NDUFB5	0.14954036
NDUFB6	0.261284415
NDUFB7	0.154179965
NDUFB8	0.127300376
NDUFB9	0.146513122
NDUFC1	0.117001993
NDUFC2	0.070261623
NDUFS1	0.370161132
NDUFS2	0.418905818
NDUFS3	0.366622505
NDUFS4	0.108002918
NDUFS5	0.106347911
NDUFS6	0.107858022
NDUFS8	0.255672983
NDUFV1	0.259680175
NDUFV2	0.215898011
NDUFV3	0.089856656
NEB	0.378676384
NEBL	0.10631648
NECAB2	0.112970586
NECAB3	0.089860527
NECAP2	0.097533984
NEDD1	0.121572555
NEDD4	0.210643432
NEDD4L	0.255881153
NEDD8	0.170502808
NEDD9	0.237400486
NEFH	0.212160587
NEFL	0.657767873
NEFM	0.351054059
NEGR1	0.135966943
NEIL1	0.184433197
NEIL2	0.077462323
NEIL3	0.075889732
NEK1	0.092981201
NEK10	0.082423768
NEK11	0.090372174
NEK2	0.205253591
NEK3	0.088779129
NEK4	0.073885424
NEK6	0.113844645
NEK7	0.112158261
NEK8	0.106881147
NEK9	0.316942089
NELF	0.238021578
NELL1	0.148130786
NELL2	0.134346535
NENF	0.118829846
NEO1	0.18028947
NES	0.650531693
NET1	0.084437828
NETO1	0.392790161
NETO2	0.11389315
NEU2	0.354901655
NEU3	0.303625903
NEU4	0.221637304
NEURL	0.111325886
NEURL2	0.108420288
NEUROD1	0.73737527
NEUROD2	0.141406458
NEUROD4	0.148680436
NEUROD6	0.186193481
NEUROG1	0.386108429
NEUROG2	0.249925714
NEUROG3	0.200051675
NEXN	0.102593727
NF1	0.908456721
NF2	0.357072025
NFAM1	0.081091
NFASC	0.197338827
NFAT5	0.301524119
NFATC1	0.659161085
NFATC2	0.428510637
NFATC2IP	0.098517324
NFATC3	0.163258859
NFATC4	0.172867705
NFE2	0.359803639
NFE2L1	0.160198856
NFE2L2	0.101261782
NFE2L3	0.095207011
NFIA	0.360765131
NFIB	0.419014863
NFIC	0.617126513
NFIL3	0.232722698
NFIX	0.093756883
NFKB1	0.946487932
NFKB2	0.475819284
NFKBIA	0.926126603
NFKBIB	0.639663132
NFKBID	0.09456007
NFKBIE	0.163754629
NFKBIL2	0.256894609
NFKBIZ	0.097076692
NFRKB	0.129790502
NFS1	0.380121204
NFU1	0.144031514
NFXL1	0.079855702
NFYA	0.194446828
NFYB	0.239842845
NFYC	0.118524211
NGB	0.383604447
NGDN	0.158133666
NGEF	0.123551328
NGF	0.956213113
NGFR	0.744312349
NGLY1	0.55689878
NHEDC1	0.083985855
NHEDC2	0.106419122
NHEJ1	0.07898855
NHLH1	0.203122187
NHLH2	0.135884977
NHLRC1	0.183210787
NHLRC2	0.099450462
NHLRC3	0.096816875
NHP2	0.155881126
NHS	0.147723419
NHSL1	0.088135597
NICN1	0.101452578
NID1	0.350930743
NID2	0.206676005
NIF3L1	0.10937826
NIN	0.174583919
NINJ1	0.176302491
NINJ2	0.100834444
NIP7	0.113577262
NIPA1	0.152452843
NIPA2	0.122139878
NIPBL	0.104872801
NIPSNAP3A	0.097726756
NIPSNAP3B	0.105046093
NISCH	0.154020982
NIT1	0.135274957
NIT2	0.19269176
NKAIN1	0.104622426
NKAP	0.102311825
NKAPL	0.072610462
NKD1	0.169736968
NKD2	0.102092552
NKG7	0.093500257
NKIRAS1	0.112108831
NKIRAS2	0.118095035
NKRF	0.209712955
NKTR	0.154182453
NKX2-1	0.522820612
NKX2-2	0.249744491
NKX2-3	0.201833639
NKX2-4	0.138589541
NKX2-5	0.478910662
NKX2-6	0.105915666
NKX2-8	0.107512643
NKX3-1	0.15429671
NKX3-2	0.140639266
NKX6-1	0.256879798
NKX6-2	0.168156592
NLE1	0.203070318
NLGN1	0.134533521
NLGN2	0.112629347
NLGN3	0.211778404
NLGN4X	0.226781119
NLK	0.163060049
NLN	0.143641231
NLRC3	0.112012529
NLRC4	0.320561605
NLRC5	0.08967776
NLRP10	0.102994897
NLRP11	0.065615702
NLRP13	0.080306622
NLRP14	0.139110383
NLRP2	0.12808877
NLRP3	0.105124121
NLRP4	0.096984928
NLRP7	0.121394197
NLRP8	0.082915343
NLRP9	0.082322749
NLRX1	0.13433659
NMBR	0.104396018
NMD3	0.107979679
NME1	0.460771304
NME2	0.460771304
NME3	0.184925723
NME4	0.148838583
NME6	0.092922037
NME7	0.132290157
NMI	0.100825437
NMNAT2	0.133628183
NMNAT3	0.132722859
NMRAL1	0.111067947
NMS	0.128808184
NMT1	0.10471354
NMT2	0.09225066
NMUR2	0.103788354
NNMT	0.202324544
NNT	0.091817462
NOC2L	0.138949017
NOC3L	0.098073824
NOC4L	0.112982273
NOD1	0.260532334
NOD2	0.693335005
NODAL	0.426093522
NOG	0.728908538
NOL10	0.097522651
NOL11	0.07984819
NOL12	0.208185957
NOL4	0.110985342
NOL6	0.110674087
NOL7	0.106397529
NOL8	0.082808469
NOL9	0.088789252
NOLC1	0.137128165
NOMO1	0.100501703
NOMO2	0.105938866
NOMO3	0.101886551
NONO	0.546268379
NOP14	0.10550709
NOP2	0.109691839
NOP56	0.377458159
NOS1	0.611986353
NOS1AP	0.413369372
NOS2	0.949614763
NOS3	0.808306275
NOSIP	0.111180857
NOSTRIN	0.078907472
NOTCH1	0.916083846
NOTCH2	0.438169841
NOTCH3	0.196849161
NOTUM	0.124357267
NOV	0.179747562
NOVA1	0.117736049
NOX1	0.282241375
NOX3	0.288343824
NOX4	0.329985151
NOX5	0.766070597
NOXA1	0.147422245
NOXO1	0.139309228
NP	0.351754921
NPAL3	0.101592337
NPAS1	0.132201991
NPAS2	0.22837675
NPAS3	0.146203412
NPAS4	0.11506015
NPAT	0.257954585
NPB	0.164581116
NPBWR1	0.138270069
NPBWR2	0.146752073
NPC1	0.229770802
NPC1L1	0.186804758
NPC2	0.220858067
NPDC1	0.1912247
NPEPL1	0.132167692
NPEPPS	0.20026344
NPFFR1	0.104839594
NPFFR2	0.077660094
NPHP1	0.177613709
NPHP3	0.196420979
NPHP4	0.168089982
NPHS1	0.535075931
NPHS2	0.266593121
NPL	0.583685313
NPM1	0.57854671
NPM2	0.090007106
NPM3	0.106086017
NPNT	0.100081454
NPPA	0.580801144
NPPC	0.240570757
NPR1	0.318194105
NPR2	0.266457806
NPR3	0.177964127
NPS	0.014305733
NPSR1	0.192970954
NPTN	0.148962011
NPTX1	0.184679632
NPTX2	0.287787645
NPTXR	0.109124031
NPVF	0.089381034
NPW	0.100127687
NPY	0.641384159
NPY1R	0.199263994
NPY2R	0.15796502
NPY5R	0.137339753
NQO1	0.754872801
NQO2	0.22856957
NR0B1	0.610276137
NR0B2	0.661226708
NR1D1	0.20061147
NR1D2	0.158355914
NR1H2	0.754305503
NR1H3	0.54243604
NR1H4	0.654623626
NR1I2	0.650285909
NR1I3	0.347861655
NR2C1	0.144426443
NR2C2	0.184104167
NR2C2AP	0.09457915
NR2E1	0.119063571
NR2E3	0.523238593
NR2F1	0.112629347
NR2F2	0.291995484
NR2F6	0.160754665
NR3C1	0.929992114
NR3C2	0.502364627
NR4A1	0.624038538
NR4A2	0.60715859
NR4A3	0.184116961
NR5A1	0.680171526
NR5A2	0.404881362
NR6A1	0.195712231
NRAP	0.098284179
NRARP	0.140610925
NRAS	0.123788961
NRBF2	0.10163954
NRBP1	0.123788961
NRCAM	0.250706011
NRD1	0.103303062
NRG1	0.608234661
NRG2	0.148135602
NRG3	0.102809072
NRG4	0.081286707
NRGN	0.194446828
NRIP1	0.198915655
NRIP2	0.086832684
NRK	0.312029443
NRL	0.421945425
NRN1	0.154955178
NRP1	0.319309869
NRP2	0.151097683
NRSN1	0.102739213
NRSN2	0.09641782
NRTN	0.210207372
NRXN2	0.101892605
NRXN3	0.119259341
NSBP1	0.087546076
NSD1	0.241506352
NSDHL	0.189381783
NSF	0.299570535
NSFL1C	0.131853753
NSL1	0.114281085
NSMAF	0.124041605
NSMCE1	0.104134854
NSMCE2	0.090491789
NSMCE4A	0.107583168
NSUN2	0.188121385
NSUN3	0.096034217
NSUN4	0.093767945
NSUN5	0.105936428
NSUN6	0.099063206
NT5C1A	0.24339841
NT5C1B	0.155538417
NT5C2	0.281046212
NT5C3	0.295868001
NT5C3L	0.155629841
NT5DC1	0.098862775
NT5DC2	0.099492299
NT5DC3	0.111775198
NT5DC4	0.096659475
NT5E	0.46348815
NTAN1	0.114958542
NTF3	0.529922601
NTF4	0.241952369
NTHL1	0.215720281
NTN1	0.254542075
NTN3	0.103518841
NTN4	0.121973721
NTNG1	0.103962331
NTNG2	0.120933749
NTRK1	0.688528758
NTRK2	0.477572943
NTRK3	0.526854458
NTS	0.361041681
NTSR1	0.310628927
NTSR2	0.110514269
NUAK1	0.142534342
NUAK2	0.120091751
NUB1	0.117731869
NUBP1	0.082469394
NUBP2	0.13089881
NUBPL	0.091048737
NUCB1	0.231558837
NUCB2	0.098070616
NUCKS1	0.13281679
NUDC	0.091343538
NUDCD1	0.083638738
NUDCD2	0.118095035
NUDCD3	0.105591568
NUDT1	0.180119526
NUDT10	0.111508891
NUDT11	0.118095035
NUDT12	0.129909871
NUDT13	0.10081551
NUDT14	0.117468776
NUDT18	0.111081887
NUDT2	0.108846112
NUDT21	0.135884977
NUDT3	0.163060049
NUDT4	0.104888683
NUDT5	0.142444355
NUDT6	0.255523207
NUDT7	0.094987952
NUDT8	0.108288097
NUDT9	0.127684116
NUF2	0.123788961
NUFIP2	0.117092924
NUMA1	0.25361969
NUMB	0.263613721
NUMBL	0.187206097
NUP107	0.154920368
NUP133	0.248250225
NUP153	0.105515763
NUP155	0.116829547
NUP160	0.120614008
NUP188	0.126281831
NUP205	0.12226895
NUP210	0.13858291
NUP210L	0.076627339
NUP214	0.215958787
NUP35	0.127272429
NUP37	0.129717038
NUP50	0.120205423
NUP54	0.14012859
NUP62CL	0.064650307
NUP85	0.094585189
NUP88	0.103293737
NUP93	0.10229959
NUP98	0.188962449
NUPL1	0.079452636
NUPL2	0.107553293
NUS1	0.120467969
NUSAP1	0.090820296
NUTF2	0.145601096
NVL	0.11916359
NXF1	0.160407406
NXF2	0.093890016
NXF3	0.085422619
NXF4	0.083413298
NXN	0.115887238
NXNL1	0.159079762
NXNL2	0.11402106
NXPH2	0.108919211
NXPH3	0.104202187
NXT1	0.129717038
NXT2	0.028892148
NYX	0.238249598
OAF	0.111292122
OAS1	0.1898241
OAS2	0.10385548
OASL	0.107242618
OAT	0.642485256
OAZ1	0.175596564
OAZ3	0.115062443
OBFC1	0.091689425
OBFC2A	0.085671821
OBP2A	0.080210515
OBSCN	0.127754997
OC90	0.113247628
OCA2	0.366213525
OCEL1	0.080210416
OCIAD1	0.099361897
OCIAD2	0.072895966
OCLN	0.395452452
OCM	0.162062986
OCM2	0.118095035
OCRL	0.097247814
ODC1	0.397786478
ODF1	0.10958408
ODF2	0.146840267
ODF2L	0.083442654
ODF3	0.109507315
ODF3L2	0.106908107
ODF4	0.08420459
ODZ1	0.107838811
OFD1	0.177990901
OGDH	0.635580631
OGDHL	0.15417856
OGFOD1	0.089799238
OGFOD2	0.101172124
OGFR	0.112301158
OGFRL1	0.074462193
OGG1	0.465936326
OGT	0.325539695
OIP5	0.090471881
OIT3	0.105224423
OLA1	0.25278756
OLAH	0.069037175
OLFM1	0.256596753
OLFM2	0.127717805
OLFM3	0.122090735
OLFM4	0.10441905
OLFML3	0.109814988
OLIG1	0.200858835
OLIG2	0.359828802
OLIG3	0.111469668
OLR1	0.34693116
OMA1	0.090876751
OMD	0.176748042
OMG	0.190079562
ONECUT1	0.171144591
ONECUT2	0.184354015
OOEP	0.094156423
OPA1	0.345007659
OPA3	0.15819469
OPALIN	0.066760424
OPCML	0.184096731
OPHN1	0.197057717
OPLAH	0.186210047
OPN1MW	0.145455392
OPN1MW2	0.144936325
OPN1SW	0.328326264
OPN3	0.20063919
OPN4	0.179205235
OPN5	0.15139812
OPRD1	0.345966679
OPRK1	0.24365414
OPRM1	0.280499138
OPTC	0.135674794
OPTN	0.219989619
OR10A4	0.169286851
OR10A6	0.091496838
OR10A7	0.090698863
OR10G2	0.094589672
OR10G3	0.097825904
OR10G4	0.096490254
OR10G7	0.089171259
OR10G8	0.083043571
OR10G9	0.094975761
OR10H1	0.095003582
OR10H2	0.107635502
OR10H3	0.082786744
OR10H4	0.087726514
OR10H5	0.095338896
OR10P1	0.103352276
OR10Q1	0.075703377
OR10R2	0.09467027
OR10W1	0.078463576
OR12D3	0.093853788
OR13G1	0.107384817
OR14A2	0.069069283
OR14J1	0.087569062
OR14K1	0.08133743
OR1A1	0.090529153
OR1A2	0.094808982
OR1D2	0.087103674
OR1D4	0.084606922
OR1D5	0.084606922
OR1E1	0.086774551
OR1F1	0.095221089
OR1I1	0.084752809
OR1J1	0.082135912
OR1L4	0.076155559
OR1L6	0.081747377
OR1M1	0.099711295
OR1Q1	0.095776119
OR1S1	0.085207092
OR1S2	0.081762285
OR2A4	0.081116108
OR2A42	0.092167301
OR2A7	0.081116108
OR2AE1	0.084063017
OR2AG1	0.11969217
OR2AJ1	0.07697419
OR2AK2	0.088238033
OR2AP1	0.077528116
OR2B3	0.073499025
OR2D3	0.072805747
OR2F1	0.083057966
OR2G6	0.087373442
OR2K2	0.083027106
OR2L13	0.088548777
OR2L2	0.086783589
OR2L3	0.093156104
OR2L5	0.089302652
OR2L8	0.094485032
OR2T1	0.073943072
OR2T10	0.099035638
OR2T11	0.075550459
OR2T12	0.095235415
OR2T2	0.103320245
OR2T29	0.075830597
OR2T33	0.093462137
OR2T35	0.102655439
OR2T5	0.075830597
OR2T6	0.095067971
OR2Y1	0.101161022
OR3A1	0.121973721
OR3A2	0.108600071
OR3A3	0.084514228
OR4A15	0.093273109
OR4A47	0.086695493
OR4A4P	0.086695493
OR4B1	0.094089822
OR4D11	0.080636716
OR4D2	0.091855016
OR4D5	0.087896427
OR4D9	0.081787801
OR4F13P	0.072699465
OR4F15	0.071162991
OR4F16	0.080671457
OR4F17	0.067968562
OR4F29	0.080671457
OR4F3	0.080671457
OR4F4	0.069788412
OR4F5	0.071599345
OR4F6	0.093697093
OR4K1	0.086374499
OR4K13	0.090664899
OR4K14	0.063546706
OR4K15	0.090605489
OR4K17	0.081307702
OR4K2	0.096215901
OR4K5	0.074076953
OR4M1	0.08778787
OR4M2	0.081539579
OR4N2	0.088556257
OR4N4	0.074092241
OR4N5	0.07204928
OR4Q3	0.088899154
OR4S2	0.095328366
OR51A2	0.089512477
OR51A4	0.090968555
OR51A7	0.057025677
OR51E1	0.11227081
OR51E2	0.111960853
OR51G2	0.084215143
OR51M1	0.084204707
OR51S1	0.084993203
OR51T1	0.087398313
OR52A1	0.088341462
OR52A5	0.097172936
OR52B6	0.077223203
OR52E2	0.089112851
OR52E4	0.068953883
OR52E6	0.054317483
OR52J3	0.088626929
OR52K1	0.086556172
OR52K2	0.089560985
OR52M1	0.083443276
OR52N2	0.048105899
OR52N5	0.075735601
OR52W1	0.054912954
OR56A1	0.088236613
OR5A1	0.100521253
OR5A2	0.097864405
OR5AN1	0.094811258
OR5AP2	0.097277456
OR5AU1	0.095233704
OR5B2	0.094394704
OR5B3	0.078882029
OR5C1	0.08976066
OR5D13	0.087547144
OR5D14	0.086671502
OR5F1	0.092985248
OR5H2	0.084563752
OR5I1	0.087227807
OR5K1	0.092961244
OR5K2	0.087670315
OR5L1	0.091523988
OR5L2	0.090388337
OR5M3	0.091707011
OR5P2	0.095489859
OR5T3	0.083934324
OR5W2	0.069231912
OR6B2	0.09850995
OR6B3	0.099575757
OR6C2	0.11295559
OR6C3	0.10647453
OR6F1	0.081043771
OR6J1	0.072124161
OR6K3	0.096810444
OR6K6	0.064306682
OR6M1	0.090496158
OR6N1	0.085544693
OR6N2	0.082467728
OR6P1	0.090555382
OR6X1	0.087147143
OR6Y1	0.087244733
OR7C2	0.096974035
OR7D2	0.094732383
OR7D4	0.081180165
OR8A1	0.093116904
OR8B12	0.090307818
OR8B3	0.083949312
OR8B4	0.083188242
OR8B8	0.093252583
OR8D1	0.088095291
OR8D4	0.076831437
OR8H1	0.091524966
OR8H2	0.080653567
OR8H3	0.084155261
OR8I2	0.083293372
OR8J1	0.077730932
OR8J3	0.086510416
OR8K1	0.090844675
OR8K3	0.089605916
OR8S1	0.052236134
OR9A2	0.095002001
OR9G1	0.092962733
OR9G4	0.08913793
OR9G9	0.092962733
OR9I1	0.095876619
OR9Q1	0.081838577
OR9Q2	0.082080534
ORAI1	0.141151596
ORAI2	0.111547662
ORAI3	0.097684352
ORAOV1	0.127064483
ORC1L	0.119780031
ORC2L	0.121603742
ORC3L	0.116742907
ORC4L	0.119472439
ORC5L	0.130328619
ORC6L	0.102792303
ORM1	0.316792267
ORMDL1	0.112629347
ORMDL2	0.0790424
ORMDL3	0.134803531
OSBP	0.139776447
OSBP2	0.107321021
OSBPL10	0.113052425
OSBPL11	0.097018373
OSBPL1A	0.109643734
OSBPL2	0.105469061
OSBPL3	0.107231927
OSBPL5	0.092799935
OSBPL6	0.094867706
OSBPL7	0.09721153
OSBPL8	0.111137821
OSBPL9	0.122727148
OSGEP	0.235723039
OSGEPL1	0.102546656
OSGIN1	0.098124265
OSGIN2	0.131532464
OSM	0.7168093
OSMR	0.086594212
OSR2	0.134057867
OSTF1	0.215331771
OSTM1	0.180753428
OSTN	0.122675579
OTC	0.856651363
OTOA	0.095290944
OTOP3	0.103746149
OTOR	0.128113517
OTOS	0.109058986
OTUB2	0.112629347
OTUD3	0.102961414
OTUD4	0.128974945
OTUD5	0.104757687
OTUD6A	0.09337281
OTUD6B	0.095305342
OTUD7A	0.115970695
OTUD7B	0.09974253
OTX1	0.277079862
OTX2	0.343753461
OVGP1	0.120125148
OVOL1	0.114841557
OVOL2	0.110629925
OXA1L	0.090450191
OXGR1	0.113826838
OXNAD1	0.084838141
OXR1	0.106469904
OXSM	0.48800353
OXSR1	0.14445388
OXT	0.3449808
OXTR	0.239538323
P2RX1	0.170677991
P2RX2	0.162291568
P2RX3	0.159382673
P2RX4	0.241801422
P2RX5	0.107227259
P2RX6	0.122105488
P2RX7	0.191583068
P2RY1	0.245683021
P2RY10	0.112853595
P2RY11	0.134810212
P2RY12	0.160865039
P2RY14	0.108365541
P2RY2	0.285594956
P2RY4	0.168244729
P2RY5	0.100058068
P2RY6	0.179278196
P2RY8	0.119312287
P4HA1	0.345111299
P4HA2	0.193188144
P4HA3	0.113045622
P4HB	0.598759066
P4HTM	0.15276351
PA2G4	0.22256718
PAAF1	0.103859874
PABPC1	0.452801864
PABPC1L	0.137767696
PABPC1L2A	0.142298242
PABPC1L2B	0.142298242
PABPC3	0.138480019
PABPC4	0.20953726
PABPC5	0.137073714
PABPN1	0.272473163
PACRG	0.173247283
PACS1	0.114903316
PACS2	0.13261532
PACSIN1	0.207048695
PACSIN2	0.207031027
PACSIN3	0.201733917
PADI1	0.111102882
PADI2	0.139836847
PADI3	0.13071059
PADI6	0.100003978
PAEP	0.20405681
PAF1	0.220858067
PAFAH1B1	0.505777486
PAFAH1B2	0.155881126
PAFAH1B3	0.145028002
PAG1	0.143449169
PAGE1	0.096001706
PAGE2	0.032087815
PAGE4	0.097772935
PAH	0.856788067
PAICS	0.210662633
PAIP1	0.106191178
PAIP2B	0.112629347
PAK1	0.346324413
PAK1IP1	0.123044464
PAK2	0.2744453
PAK4	0.300477322
PAK6	0.218943619
PAK7	0.233101018
PALB2	0.279317696
PALLD	0.111816223
PALM	0.107842103
PALM2	0.129024773
PALMD	0.110196976
PAM	0.270521638
PAN2	0.107871105
PAN3	0.110456056
PANK1	0.118569874
PANK2	0.192303827
PANK3	0.095154193
PANK4	0.121809371
PANX1	0.110905448
PANX2	0.112971269
PANX3	0.109453816
PAOX	0.18516487
PAPD5	0.104847184
PAPLN	0.110574367
PAPOLA	0.107025297
PAPOLG	0.105152005
PAPPA	0.232520367
PAPPA2	0.116928613
PAPSS1	0.167566798
PAPSS2	0.168107057
PAQR3	0.104716375
PAQR5	0.14477425
PAQR6	0.073124904
PAQR7	0.110075732
PAQR8	0.141005054
PAQR9	0.108942435
PARD3	0.298037367
PARD3B	0.095090065
PARD6A	0.259055468
PARD6B	0.087733107
PARD6G	0.111212726
PARG	0.13522733
PARK2	0.478400116
PARK7	0.540659136
PARL	0.117029821
PARN	0.10321534
PARP1	0.664989928
PARP10	0.1029631
PARP11	0.108845996
PARP12	0.104010306
PARP14	0.085126909
PARP15	0.079117439
PARP16	0.106647337
PARP2	0.120320896
PARP3	0.085330379
PARP6	0.078323283
PARP9	0.081524799
PARS2	0.148562782
PARVA	0.170613893
PARVB	0.2056228
PARVG	0.145568428
PASD1	0.065351715
PASK	0.103429789
PATE1	0.04784869
PATL1	0.097228702
PATZ1	0.120457989
PAWR	0.290559077
PAX1	0.302487338
PAX2	0.552788518
PAX3	0.679827995
PAX4	0.214907399
PAX5	0.080860835
PAX6	0.828965912
PAX7	0.349746557
PAX8	0.569945012
PAX9	0.240499491
PAXIP1	0.11903703
PBK	0.333622295
PBLD	0.111641399
PBRM1	0.241225425
PBX1	0.095704037
PBX2	0.126149432
PBX3	0.072644985
PBXIP1	0.090559986
PC	0.817849455
PCBD1	0.230213311
PCBD2	0.098700179
PCBP3	0.118095035
PCBP4	0.101333425
PCCA	0.42741207
PCCB	0.542126646
PCDH1	0.142543206
PCDH10	0.105041529
PCDH11X	0.08512291
PCDH11Y	0.083863486
PCDH12	0.11198867
PCDH15	0.178424912
PCDH17	0.116020985
PCDH18	0.115001059
PCDH19	0.110709653
PCDH20	0.104518981
PCDH21	0.143974406
PCDH24	0.089857821
PCDH7	0.114530239
PCDH8	0.172560083
PCDH9	0.114676445
PCDHA10	0.108218524
PCDHA13	0.108218524
PCDHA2	0.094705263
PCDHAC1	0.108218524
PCDHAC2	0.108218524
PCDHB10	0.107238965
PCDHB13	0.090061226
PCDHB3	0.103913907
PCDHB9	0.107238965
PCDHGA12	0.100879474
PCDHGC3	0.100879474
PCDHGC4	0.100879474
PCDHGC5	0.100879474
PCF11	0.11422318
PCGF1	0.106258649
PCGF2	0.107812624
PCGF3	0.112629347
