Gene_Name	RVIS
KHK	0.132352165
KHNYN	-0.821100135
KHSRP	-0.690637458
KIAA0020	0.472145421
KIAA0100	0.330582712
KIAA0101	-0.09720619
KIAA0141	0.69078985
KIAA0146	-0.310388054
KIAA0182	-2.812224078
KIAA0195	-2.738053399
KIAA0196	-1.302541541
KIAA0226	0.431697208
KIAA0226L	0.602602982
KIAA0232	-1.721531029
KIAA0240	-0.573127851
KIAA0247	-0.179930907
KIAA0284	-1.690488621
KIAA0317	-0.775187015
KIAA0319	0.699907041
KIAA0319L	-0.839512508
KIAA0355	-1.120710825
KIAA0368	-0.031281682
KIAA0391	0.154398214
KIAA0408	-0.663133267
KIAA0430	-1.519444051
KIAA0494	-0.268115223
KIAA0513	-0.468351206
KIAA0528	-0.734731259
KIAA0556	0.833999814
KIAA0564	-0.882165829
KIAA0586	0.611719262
KIAA0664	-2.227040428
KIAA0753	2.140462972
KIAA0825	0.237127192
KIAA0895	-0.091746757
KIAA0895L	0.150760231
KIAA0907	-0.582225231
KIAA0913	-1.945684699
KIAA0922	0.021910749
KIAA0930	-0.977252525
KIAA0947	-0.174712176
KIAA1009	1.126131915
KIAA1024	0.235100429
KIAA1033	0.205769367
KIAA1045	-0.336073593
KIAA1107	2.195683333
KIAA1109	-1.562384295
KIAA1143	0.525552348
KIAA1147	0.306902668
KIAA1191	-0.0274281
KIAA1199	-1.049140158
KIAA1210	2.835279393
KIAA1211	1.63326524
KIAA1217	-3.009169053
KIAA1239	0.310540264
KIAA1244	-2.2199121
KIAA1257	0.951720429
KIAA1279	-0.334253673
KIAA1324	-0.501537595
KIAA1324L	-0.396754488
KIAA1328	0.040529541
KIAA1377	0.45192103
KIAA1383	0.74035066
KIAA1407	0.316000233
KIAA1429	-1.365077992
KIAA1430	0.356452144
KIAA1432	-1.697674421
KIAA1456	0.428052693
KIAA1462	1.219838911
KIAA1467	-0.440847477
KIAA1468	-1.285933373
KIAA1522	0.431697208
KIAA1524	1.846456612
KIAA1549	1.659220063
KIAA1586	0.578735925
KIAA1598	-0.449946534
KIAA1609	1.76373572
KIAA1614	0.879940821
KIAA1644	-0.139478553
KIAA1683	3.760579722
KIAA1704	0.238945317
KIAA1715	0.21689899
KIAA1731	5.120160174
KIAA1737	-0.404032746
KIAA1755	0.416947309
KIAA1804	0.159856957
KIAA1841	-0.775187015
KIAA1919	0.132352165
KIAA1958	-0.955204708
KIAA1967	-0.812021021
KIAA1984	2.645930833
KIAA2018	-0.711157248
KIAA2022	-0.773369631
KIDINS220	-2.24910054
KIF11	0.066214104
KIF12	-0.132199953
KIF13A	-0.093786226
KIF13B	-1.447883661
KIF14	-0.027643533
KIF15	1.833561474
KIF16B	0.440820717
KIF17	0.841339968
KIF18A	0.068033485
KIF18B	0.472145421
KIF19	0.056905614
KIF1A	-3.665133381
KIF1B	-1.447883661
KIF1C	-0.654057602
KIF20A	-0.795417163
KIF20B	1.960488957
KIF21A	-0.145152788
KIF21B	-2.914589271
KIF22	-0.264476624
KIF23	-0.108334733
KIF24	0.549230812
KIF25	1.936492053
KIF26B	-0.588263851
KIF27	0.257147149
KIF2A	0.260991686
KIF2B	1.940150696
KIF2C	0.268267497
KIF3A	-0.626318434
KIF3B	-0.66859065
KIF3C	-0.753139731
KIF4A	-0.754958418
KIF4B	1.140856814
KIF5A	-1.30798293
KIF5B	-0.933156985
KIF6	0.295774947
KIF7	-0.27198537
KIF9	0.20394914
KIFAP3	-0.291981272
KIFC1	1.089464986
KIFC3	-1.815166288
KIN	-0.405853867
KIR2DL1	1.153790856
KIR2DL3	2.55223346
KIR3DL1	3.335364374
KIRREL	-0.731092527
KIRREL2	0.670564357
KIRREL3	-1.392555112
KIT	-0.683363435
KITLG	-0.183570861
KL	0.009173042
KLB	0.339867479
KLC1	-0.492218069
KLC2	-0.933156985
KLC4	-0.262657925
KLF10	0.374860183
KLF11	0.246221394
KLF12	-0.492218069
KLF15	-0.670411825
KLF17	0.066214104
KLF3	-0.736552314
KLF4	-0.448125345
KLF5	-0.049474214
KLF6	-0.073340031
KLF7	-0.427900189
KLF8	0.170987912
KLF9	0.347360312
KLHDC1	-0.514264485
KLHDC10	-0.251530012
KLHDC2	-0.758599262
KLHDC3	-0.383807564
KLHDC4	1.078370636
KLHDC5	-0.471992905
KLHDC7A	3.140446476
KLHDC8A	-1.111360919
KLHDC8B	-0.626318434
KLHDC9	0.749657564
KLHL1	-0.442665927
KLHL10	-0.025608647
KLHL11	-0.159704656
KLHL12	-0.449946534
KLHL13	-0.22584292
KLHL14	-0.979072682
KLHL15	-0.383807564
KLHL17	-2.653369885
KLHL18	-0.890882376
KLHL2	0.17280645
KLHL20	-0.381986487
KLHL22	-1.199555187
KLHL23	-0.53631094
KLHL24	-0.780646273
KLHL25	-1.567158756
KLHL26	-1.640558385
KLHL28	0.196671391
KLHL29	-0.53631094
KLHL3	-0.868835007
KLHL30	-0.262657925
KLHL31	0.022122107
KLHL32	-0.378346116
KLHL33	1.68481378
KLHL34	-0.095386216
KLHL36	-1.682848699
KLHL38	0.519883383
KLHL4	-0.359940251
KLHL5	-0.156065314
KLHL6	-0.907472583
KLHL7	-0.758599262
KLHL8	-0.690637458
KLHL9	-0.247889024
KLK1	0.68351529
KLK10	0.264628794
KLK11	0.885576705
KLK12	-0.025608647
KLK13	-0.159704656
KLK14	2.640472481
KLK15	0.883760026
KLK2	0.551232944
KLK3	0.20030965
KLK4	0.483275131
KLK5	-0.159704656
KLK6	0.038710339
KLK7	-0.514264485
KLK8	-0.227663163
KLK9	-0.117432389
KLKB1	1.425665442
KLLN	1.012423333
KLRB1	0.393270925
KLRC1	-0.05129383
KLRC2	-0.029247611
KLRC3	0.637604436
KLRC4	0.3032669
KLRD1	0.369407109
KLRF1	0.393270925
KLRG1	0.014844891
KLRK1	-0.05129383
KMO	0.663285274
KNCN	0.325313577
KNDC1	1.089385192
KNG1	0.202129237
KNTC1	0.48857149
KPNA1	-0.227663163
KPNA2	0.50895761
KPNA3	-0.117432389
KPNA4	-0.139478553
KPNA5	-0.957024976
KPNA6	-0.449946534
KPNA7	0.395088462
KPNB1	-0.624497208
KPRP	2.48969674
KPTN	-0.468351206
KRAS	-0.141298762
KRBA2	0.042348793
KRCC1	0.439181676
KREMEN1	0.398725314
KRI1	1.541397554
KRIT1	-0.865195027
KRR1	-0.291981272
KRT1	0.709197509
KRT10	0.220536484
KRT12	0.50895761
KRT13	0.644875971
KRT14	-0.067881249
KRT15	0.801024817
KRT16	0.644875971
KRT17	-0.244249595
KRT18	-0.271755481
KRT19	-0.156065314
KRT2	0.292133603
KRT20	0.176444282
KRT222	-0.317668748
KRT23	0.50895761
KRT24	1.091286379
KRT25	0.154398214
KRT26	1.464302001
KRT27	1.598424456
KRT28	0.799205007
KRT3	0.382138899
KRT31	0.156217551
KRT32	3.427299372
KRT33A	0.845119304
KRT33B	0.733063566
KRT34	0.914904347
KRT35	0.604424343
KRT36	1.445891753
KRT37	1.782126607
KRT38	-0.33061537
KRT39	0.778977686
KRT4	0.336225928
KRT40	3.201139412
KRT5	0.117584698
KRT6A	0.714657953
KRT6B	-0.304932527
KRT6C	-0.170835809
KRT7	1.067416815
KRT71	1.026965723
KRT72	0.958999345
KRT73	-0.126743121
KRT74	2.384902558
KRT75	2.515409172
KRT76	1.249272484
KRT77	2.289361599
KRT78	1.337468036
KRT79	1.337468036
KRT8	0.532823122
KRT80	1.133561642
KRT82	0.962647641
KRT83	0.75875178
KRT84	1.381566496
KRT85	-0.462894052
KRT9	-1.195919584
KRTAP10-1	2.776469365
KRTAP10-10	3.642516455
KRTAP10-11	1.664578456
KRTAP10-12	0.617373774
KRTAP10-2	0.971952656
KRTAP10-3	2.133152036
KRTAP10-4	2.465816951
KRTAP10-5	1.953079981
KRTAP10-6	3.24344868
KRTAP10-8	0.995816767
KRTAP10-9	3.225032979
KRTAP1-1	0.571462851
KRTAP11-1	0.659651797
KRTAP12-1	0.880130671
KRTAP12-2	1.750970652
KRTAP12-3	0.679884223
KRTAP12-4	0.035072054
KRTAP1-3	1.170393003
KRTAP13-1	0.815800671
KRTAP13-2	1.328368696
KRTAP13-3	-0.317668748
KRTAP13-4	1.238355121
KRTAP1-5	1.282454727
KRTAP15-1	0.193034296
KRTAP17-1	0.21326276
KRTAP19-1	0.103030231
KRTAP19-2	0.457594962
KRTAP19-3	0.279402865
KRTAP19-4	0.701931997
KRTAP19-5	-0.229483771
KRTAP19-6	0.523736627
KRTAP19-7	-0.075159878
KRTAP19-8	0.147123112
KRTAP20-1	0.3455435
KRTAP20-2	0.035072054
KRTAP20-3	0.145304857
KRTAP21-1	-0.09720619
KRTAP21-2	0.501689326
KRTAP21-3	0.389637587
KRTAP22-1	0.567831482
KRTAP22-2	0.389637587
KRTAP23-1	0.501689326
KRTAP24-1	0.106667882
KRTAP25-1	0.61192669
KRTAP26-1	1.194256079
KRTAP27-1	0.681699246
KRTAP3-1	0.169169615
KRTAP3-2	0.525552348
KRTAP3-3	0.169169615
KRTAP4-12	0.72761005
KRTAP4-2	0.591694063
KRTAP4-3	0.659651797
KRTAP4-4	1.793263958
KRTAP4-5	1.258592195
KRTAP4-7	0.323496558
KRTAP4-9	0.812172405
KRTAP5-1	0.573279816
KRTAP5-10	1.082196027
KRTAP5-11	0.681699246
KRTAP5-2	0.25917371
KRTAP5-3	0.637604436
KRTAP5-5	1.282454727
KRTAP5-6	0.369407109
KRTAP5-7	1.036284653
KRTAP5-8	1.436808095
KRTAP5-9	2.949344402
KRTAP6-1	0.858082312
KRTAP6-2	-0.031067188
KRTAP8-1	0.323496558
KRTAP9-2	0.77170517
KRTAP9-3	0.260991686
KRTAP9-4	0.43736446
KRTAP9-8	0.148941568
KRTCAP2	-0.163345027
KRTCAP3	0.148941568
KRTDAP	-0.053113545
KTI12	0.707379532
KTN1	-0.942503278
KXD1	0.571462851
KY	-1.195919584
KYNU	-0.600630256
L1CAM	-1.304353358
L1TD1	1.936492053
L2HGDH	0.018483465
L3MBTL1	0.025760883
L3MBTL2	-1.172055164
L3MBTL3	-0.777005578
L3MBTL4	-0.953385901
LACC1	0.018483465
LACE1	0.532823122
LACRT	-0.141298762
LACTB	0.128714042
LACTB2	-0.273576253
LAD1	0.845119304
LAG3	0.330767508
LAIR1	1.530453833
LAIR2	0.371224249
LALBA	0.169169615
LAMA1	0.731301069
LAMA2	0.497724973
LAMA3	-2.056005418
LAMA4	-1.3304325
LAMA5	3.125188892
LAMB1	-0.994232378
LAMB2	-1.464556369
LAMB3	0.400378756
LAMB4	-1.552781294
LAMC1	-2.488226108
LAMC2	0.551058225
LAMC3	0.637377588
LAMP1	-0.200157416
LAMP2	0.106667882
LAMP3	-0.224023033
LAMP5	0.260991686
LAMTOR1	-0.141298762
LAMTOR2	0.035072054
LAMTOR3	0.013025609
LANCL1	0.242582624
LANCL2	-0.045835247
LAP3	-0.510624372
LAPTM4A	-0.139478553
LAPTM4B	-0.381986487
LAPTM5	0.284856336
LARGE	-0.617221851
LARP1	-1.350267166
LARP1B	0.760574103
LARP4	-0.754958418
LARP4B	-1.063626766
LARP6	-0.290161348
LARP7	0.242582624
LARS	-0.437212558
LARS2	-0.749505784
LAS1L	-0.093566408
LASP1	-0.449946534
LAT	-0.53631094
LAT2	0.082802743
LATS1	-0.018331246
LATS2	0.363735434
LAX1	1.241986644
LAYN	0.150760231
LBH	-0.007201372
LBP	3.180902589
LBR	-0.707227564
LBX1	-0.295622497
LBX2	0.082802743
LCA5	-0.130380821
LCA5L	1.023320772
LCAT	-0.293801652
LCE1A	0.03689118
LCE1B	0.591694063
LCE1C	0.481458261
LCE1D	1.769400948
LCE1E	1.238355121
LCE1F	0.325313577
LCE2A	0.459411326
LCE2B	0.948089677
LCE2C	-0.029247611
LCE2D	0.769889969
LCE3A	0.257356108
LCE3B	0.435547893
LCE3C	0.635788962
LCE3D	0.104848986
LCE3E	-0.185391282
LCE4A	0.701931997
LCE5A	0.880130671
LCE6A	0.057118534
LCK	0.439181676
LCLAT1	-0.113792788
LCMT1	-0.494039303
LCMT2	-0.042196577
LCN1	0.218717575
LCN10	0.505321956
LCN12	0.439181676
LCN15	0.483275131
LCN2	0.837848571
LCN6	0.505321956
LCN8	0.373041938
LCN9	0.260991686
LCNL1	0.749657564
LCOR	-0.005381972
LCORL	0.371224249
LCP1	0.108486928
LCP2	-0.488577883
LCT	-1.335817967
LCTL	0.091899012
LDB1	-0.427900189
LDB2	-0.471992905
LDB3	-0.900215512
LDHA	-0.404032746
LDHAL6A	-0.22584292
LDHAL6B	0.777157784
LDHB	-0.249709319
LDHC	0.41713504
LDHD	-0.44448505
LDLR	-1.853858183
LDLRAD1	0.194852702
LDLRAD2	0.014844891
LDLRAD3	-0.201976964
LDLRAP1	0.373041938
LDOC1	0.12325821
LDOC1L	-0.163345027
LEAP2	0.169169615
LECT1	-0.203796826
LECT2	0.43736446
LEF1	0.196671391
LEFTY1	1.416569784
LEFTY2	0.327131069
LEKR1	0.367590509
LELP1	0.191216164
LEMD3	-1.153638777
LENEP	0.235309407
LENG1	0.062575634
LENG8	-1.080231599
LEO1	-1.111360919
LEP	0.058937498
LEPR	-0.216746887
LEPRE1	0.360092658
LEPREL1	-0.554717505
LEPREL4	-0.291981272
LEPROT	-0.009020804
LEPROTL1	0.481458261
LETM1	0.538284722
LETM2	1.084010791
LETMD1	0.260991686
LFNG	-0.045835247
LGALS1	-0.029247611
LGALS12	0.663285274
LGALS13	0.571462851
LGALS14	1.148343558
LGALS2	0.104848986
LGALS3	0.927856124
LGALS3BP	-0.973616687
LGALS4	-0.53631094
LGALS8	1.063778722
LGALS9	0.797386419
LGALS9C	-0.315847836
LGALSL	0.125076652
LGI1	-0.714505427
LGI2	-0.312207497
LGI3	-1.065444789
LGI4	-0.001743238
LGMN	-0.023789244
LGR4	-0.264476624
LGR5	1.563447604
LGR6	-0.097422643
LGSN	0.622829232
LHB	0.751474114
LHCGR	0.356452144
LHFP	-0.09720619
LHFPL1	0.237127192
LHFPL2	-0.073340031
LHFPL4	-0.229483771
LHFPL5	-0.339715008
LHPP	0.108486928
LHX1	0.150760231
LHX2	-0.117432389
LHX4	-0.446304853
LHX5	0.014844891
LHX6	0.193034296
LHX8	0.194852702
LHX9	-0.117432389
LIAS	-0.381986487
LIF	0.283038099
LIFR	-0.126743121
LIG1	0.36555769
LIG3	-1.394367777
LIG4	-0.393118976
LILRA1	2.539299607
LILRA2	3.228703513
LILRA3	3.561548721
LILRA4	0.536463361
LILRA5	-0.846787714
LILRA6	1.888739204
LILRB1	2.747042574
LILRB2	2.831581484
LILRB3	1.756425229
LILRB4	4.538441647
LILRB5	0.786269343
LIM2	-0.53631094
LIMA1	-0.999300439
LIMCH1	0.387604191
LIMD1	-0.396754488
LIMD2	0.147123112
LIMK1	-0.821100135
LIMK2	0.113945049
LIMS2	-0.800872469
LIN28A	-0.295622497
LIN28B	0.03689118
LIN52	0.147123112
LIN54	-0.53631094
LIN7A	-0.163345027
LIN7B	-0.119252484
LIN7C	-0.251530012
LIN9	-0.492218069
LINGO1	-1.42004951
LINGO2	-0.753139731
LINGO4	-0.288341872
LINS	1.026965723
LIPA	0.150760231
LIPC	-0.705410796
LIPE	0.547404288
LIPF	0.505321956
LIPG	0.486911049
LIPH	-0.314027422
LIPI	1.197888504
LIPJ	1.396334339
LIPK	0.795569043
LIPM	0.61555716
LIPN	0.597144447
LIPT1	-0.271755481
LITAF	-0.049474214
LIX1	-0.249709319
LIX1L	-0.141298762
LLGL1	-1.738187109
LLGL2	1.04528704
LLPH	0.235309407
LMAN1	-0.045835247
LMAN1L	0.933309256
LMAN2	-0.754958418
LMAN2L	-0.648365105
LMBR1	-0.53631094
LMBR1L	-0.646543901
LMBRD1	-0.558357437
LMBRD2	-0.402212257
LMCD1	-0.179930907
LMF1	1.230878375
LMF2	-1.293511806
LMLN	-0.488577883
LMNA	-0.911109353
LMNB1	-0.404032746
LMNB2	-1.129772626
LMO1	-0.163345027
LMO3	0.035072054
LMO4	-0.251530012
LMO7	0.470181588
LMOD1	0.176444282
LMOD2	0.15257911
LMOD3	2.289361599
LMTK2	-2.418488491
LMX1A	-0.736552314
LMX1B	-0.846787714
LNP1	0.03689118
LNPEP	0.181903047
LNX1	-1.194104514
LNX2	-0.110153916
LOC81691	-0.777005578
LOH12CR1	0.238945317
LONP1	-1.822830336
LONP2	-0.468351206
LONRF2	-0.089927255
LONRF3	-0.157884861
LOX	0.215080721
LOXHD1	1.183126933
LOXL2	-1.587406381
LOXL3	0.003714825
LOXL4	-0.367438677
LPAR1	-0.560178693
LPAR2	-0.337894035
LPAR3	-0.181750739
LPAR4	0.281220278
LPAR6	0.016664174
LPCAT1	-0.839512508
LPCAT2	0.418953042
LPCAT3	0.106667882
LPCAT4	-0.404032746
LPGAT1	-0.029247611
LPHN1	-2.625946333
LPHN2	-0.189246284
LPHN3	-0.369255208
LPIN1	-1.192291254
LPIN2	-0.793601146
LPIN3	0.563976585
LPL	0.532823122
LPO	-1.240018202
LPP	1.050838371
LPPR1	-0.492218069
LPPR2	-0.358119787
LPPR4	-0.381986487
LPPR5	-0.383807564
LPXN	0.018483465
LRAT	0.03689118
LRBA	-2.513092117
LRCH1	0.003714825
LRCH2	-0.007201372
LRCH3	-0.530852121
LRCH4	-0.883608246
LRFN2	-1.240018202
LRFN3	-0.420619508
LRFN5	-0.868835007
LRG1	0.400544645
LRGUK	1.807838544
LRIF1	-0.488577883
LRIG1	0.332407981
LRIG2	-0.347208386
LRIG3	-0.723828344
LRIT1	-0.260839617
LRIT2	-0.262657925
LRIT3	1.910792163
LRMP	0.264628794
LRP1	-7.278555259
LRP10	-0.130380821
LRP12	-0.596992387
LRP1B	-2.292084886
LRP2	3.324377969
LRP2BP	-0.626318434
LRP4	-1.328641279
LRP5	-3.724445291
LRP5L	0.756930627
LRP6	-1.699477247
LRP8	-0.883608246
LRPAP1	0.600782551
LRPPRC	-1.651765382
LRR1	-0.001743238
LRRC1	-0.402212257
LRRC10	-0.137658575
LRRC14	-1.001120478
LRRC15	-0.903841325
LRRC16A	-0.857930839
LRRC16B	-0.65224539
LRRC17	1.107875794
LRRC18	0.242582624
LRRC19	0.729426781
LRRC2	1.24016994
LRRC20	-0.293801652
LRRC23	-0.135838822
LRRC25	0.72761005
LRRC27	-0.793601146
LRRC28	-0.404032746
LRRC29	0.41713504
LRRC3	0.130533008
LRRC30	0.174625237
LRRC31	1.287903524
LRRC32	-1.214341017
LRRC33	-0.683363435
LRRC34	0.240763792
LRRC36	0.310540264
LRRC37B	0.650339974
LRRC39	-0.558357437
LRRC3B	-0.185391282
LRRC4	-0.244249595
LRRC40	0.600782551
LRRC41	-0.44448505
LRRC42	-0.111973265
LRRC43	0.404185162
LRRC45	-0.510624372
LRRC46	-0.047654689
LRRC47	-0.909290275
LRRC48	0.556689353
LRRC49	-0.666770504
LRRC4B	-0.381986487
LRRC4C	-0.799052816
LRRC52	-0.091746757
LRRC55	-0.558357437
LRRC56	2.383068283
LRRC57	-0.075159878
LRRC59	-0.339715008
LRRC6	0.374860183
LRRC61	0.639420866
LRRC66	0.42623145
LRRC7	-1.368693559
LRRC70	0.768075923
LRRC71	1.041730357
LRRC73	0.03689118
LRRC8A	-1.572589134
LRRC8B	-1.352082458
LRRC8C	0.090079492
LRRC8D	-0.777005578
LRRC8E	0.407828206
LRRCC1	1.894214943
LRRD1	0.257356108
LRRFIP1	0.609894095
LRRFIP2	-0.062423436
LRRIQ1	0.79541165
LRRIQ3	1.379742765
LRRIQ4	0.334405942
LRRK1	-1.611828042
LRRK2	-1.128353123
LRRN1	-0.595174814
LRRN2	-0.282886048
LRRN3	-0.334253673
LRRTM1	0.110306132
LRRTM2	-0.60427181
LRRTM3	-0.271755481
LRRTM4	-0.271755481
LRSAM1	-0.43902969
LRTM1	0.819433854
LRTM2	-0.534490515
LRTOMT	0.330767508
LRWD1	0.029399861
LSAMP	0.03689118
LSG1	0.428052693
LSM1	-0.053113545
LSM10	-0.031067188
LSM12	0.169169615
LSM14A	0.260991686
LSM14B	-0.337894035
LSM2	0.189398298
LSM3	-0.163345027
LSM4	-0.251530012
LSM5	-0.031067188
LSM6	0.101211609
LSM7	-0.031067188
LSMD1	0.281220278
LSP1	-0.044015879
LSR	-0.861560326
LSS	0.540106923
LST1	0.013025609
LTA	0.525552348
LTA4H	0.018483465
LTB	0.369407109
LTB4R2	0.306902668
LTBP1	-0.44293645
LTBP2	-1.545648077
LTBP3	-0.93133804
LTBR	0.262810045
LTF	0.521707177
LTK	-0.769738365
LTN1	0.26079244
LTV1	0.174625237
LUC7L	0.040529541
LUC7L2	0.148941568
LUC7L3	0.016664174
LUM	-0.05129383
LURAP1	0.483275131
LURAP1L	0.305084559
LUZP1	0.34168906
LUZP2	0.440999548
LUZP4	0.483275131
LXN	1.260404852
LY6D	0.3032669
LY6E	0.148941568
LY6G5B	0.970138239
LY6G5C	0.501689326
LY6G6C	0.591694063
LY6G6D	0.347360312
LY6G6F	1.328368696
LY6H	-0.295622497
LY75	3.821095209
LY75-CD302	4.067678684
LY86	0.371224249
LY9	0.113945049
LY96	0.457594962
LYAR	0.330767508
LYG1	-0.05129383
LYG2	0.43736446
LYN	-0.692458599
LYNX1	-0.26993514
LYPD1	0.3032669
LYPD2	0.060756528
LYPD3	0.018483465
LYPD4	0.795569043
LYPD5	0.505321956
LYPD6	-0.229483771
LYPD6B	-0.161524709
LYPLA1	0.393270925
LYPLA2	-0.295622497
LYPLAL1	0.21689899
LYRM1	0.148941568
LYRM2	0.391453969
LYRM5	-0.075159878
LYRM7	0.035072054
LYSMD1	0.237127192
LYSMD3	0.060756528
LYSMD4	1.818943827
LYST	-3.039637526
LYVE1	0.174625237
LYZ	0.3032669
LYZL1	0.060756528
LYZL2	0.084621747
LYZL4	-0.007201372
LYZL6	0.393270925
LZIC	-0.053113545
LZTFL1	0.503505267
LZTR1	-2.677226852
LZTS1	0.404185162
LZTS2	-1.195919584
M6PR	-0.163345027
MAB21L1	-0.449946534
MAB21L2	-0.339715008
MAB21L3	-0.666770504
MACC1	1.806007038
MACF1	-3.915490887
MACROD2	0.463046108
MAD1L1	-1.322782544
MAD2L1	0.03689118
MAD2L1BP	-0.361761279
MAD2L2	0.058937498
MADD	-1.955181094
MAEA	-0.846787714
MAEL	0.108486928
MAF1	-0.117432389
MAFB	-0.141298762
MAFG	-0.361761279
MAFK	0.125076652
MAG	-0.196519234
MAGEA1	1.104245073
MAGEA10	0.260991686
MAGEA11	0.971952656
MAGEA12	0.060756528
MAGEA3	-0.069700724
MAGEA4	1.063778722
MAGEA6	0.863528995
MAGEA8	0.439181676
MAGEB1	0.238945317
MAGEB10	1.502961964
MAGEB16	1.370655714
MAGEB18	0.17280645
MAGEB2	0.240763792
MAGEB3	1.060147109
MAGEB4	-0.159704656
MAGEB6	0.576916344
MAGEC1	6.421180534
MAGEC2	-0.181750739
MAGEC3	1.35769336
MAGED1	-0.53631094
MAGED2	-0.22584292
MAGEE1	0.86534717
MAGEE2	-0.200157416
MAGEF1	1.150157577
MAGEH1	-0.031067188
MAGI1	-1.383523256
MAGI2	-2.076219205
MAGI3	-0.925889687
MAGOH	0.101211609
MAGOHB	-0.053113545
MAGT1	0.104848986
MAK	-0.356299879
MAK16	-0.337894035
MAL	-0.117432389
MALSU1	-0.516085732
MALT1	-0.135838822
MAMDC2	0.224175308
MAMDC4	1.886893658
MAML1	0.229636184
MAML2	0.207589927
MAML3	0.029399861
MAMSTR	-0.227663163
MAN1A1	-0.468351206
MAN1A2	0.018483465
MAN1B1	0.187364432
MAN1C1	-0.466531444
MAN2A1	-1.565353375
MAN2A2	-1.447883661
MAN2B1	0.121225147
MAN2B2	2.377654115
MAN2C1	-0.095604385
MANBA	-0.615405356
MANBAL	-0.09720619
MANEA	0.132352165
MANEAL	-0.227663163
MANF	-0.009020804
MANSC1	0.110306132
MANSC4	0.525552348
MAOA	-0.139478553
MAOB	-0.626318434
MAP1A	1.159219819
MAP1B	-2.216367922
MAP1LC3A	-0.009020804
MAP1LC3B	0.147123112
MAP1LC3B2	0.571462851
MAP1LC3C	0.058937498
MAP2	-1.313764723
MAP2K1	-0.449946534
MAP2K2	-0.800872469
MAP2K3	0.108486928
MAP2K4	-0.273576253
MAP2K5	-0.692458599
MAP2K6	-0.317668748
MAP2K7	-0.514264485
MAP3K1	-1.236390924
MAP3K10	-1.131590109
MAP3K11	-0.707227564
MAP3K12	-0.578583623
MAP3K13	-0.372889896
MAP3K2	-0.291981272
MAP3K3	-1.06726444
MAP3K4	-1.076610636
MAP3K5	-0.705410796
MAP3K6	0.369203982
MAP3K7	-0.427900189
MAP3K8	-0.890882376
MAP3K9	-1.54510635
MAP4	0.411473843
MAP4K1	-0.556537043
MAP4K2	-1.03794674
MAP4K3	-0.50880549
MAP4K4	-1.442099697
MAP7	0.494191824
MAP7D1	-0.33061537
MAP7D2	0.022122107
MAP7D3	0.979225112
MAP9	1.578193463
MAPK1	-0.405853867
MAPK10	-0.449946534
MAPK11	-0.139478553
MAPK12	-0.354480518
MAPK13	-0.113792788
MAPK14	-0.161524709
MAPK15	0.565800595
MAPK1IP1L	-0.273576253
MAPK3	-0.405853867
MAPK4	-0.510624372
MAPK6	-0.666770504
MAPK7	-1.306167152
MAPK8	-0.339715008
MAPK8IP1	-0.622676946
MAPK8IP3	-2.649793416
MAPK9	-0.626318434
MAPKAP1	-0.712684326
MAPKAPK2	-0.648365105
MAPKAPK3	-0.249709319
MAPKAPK5	-0.626318434
MAPKBP1	-0.650434134
MAPRE1	-0.249709319
MAPRE2	-0.207437529
MAPRE3	-0.273576253
MAPT	2.18457126
MARC1	0.108486928
MARC2	-0.139478553
MARCH1	0.038710339
MARCH10	1.804178316
MARCH2	-0.025608647
MARCH3	-0.426079032
MARCH4	-0.670411825
MARCH5	-0.141298762
MARCH6	-0.558357437
MARCH7	0.734883636
MARCH8	0.68351529
MARCKSL1	-0.273576253
MARCO	-0.374708069
MARK1	-0.314027422
MARK2	-0.712684326
MARK3	-0.686998355
MARK4	-0.979072682
MARS	-0.971800989
MARS2	-0.844966979
MARVELD2	-0.354480518
MARVELD3	0.066214104
MAS1	-0.778825328
MAS1L	1.574555842
MASP1	-0.630196893
MASP2	0.942426495
MAST1	-1.905192093
MAST2	-0.158112528
MAST3	-1.54510635
MAST4	-0.21518231
MASTL	1.137205722
MAT1A	-0.780646273
MAT2A	-0.516085732
MAT2B	-0.337894035
MATK	-0.554717505
MATN1	-0.754958418
MATN2	1.212491971
MATN3	0.486911049
MATN4	1.289723716
MATR3	-0.648365105
MAU2	-0.758599262
MAVS	0.137810868
MAX	-0.229483771
MB	-0.273576253
MB21D1	0.240763792
MB21D2	-0.26993514
MBD1	-0.754958418
MBD2	-0.09720619
MBD3	-0.824740496
MBD3L1	0.439181676
MBD4	0.621009802
MBD5	-2.122133515
MBD6	-1.458708104
MBIP	-0.049474214
MBL2	0.41713504
MBLAC2	-0.516085732
MBNL1	-0.449946534
MBNL2	-0.293801652
MBNL3	-0.251530012
MBOAT1	7.61E-05
MBOAT2	0.084621747
MBOAT4	1.23654218
MBOAT7	-0.534490515
MBP	0.196671391
MBTD1	0.060756528
MBTPS1	-1.297117862
MBTPS2	-0.560178693
MC1R	0.34168906
MC2R	0.262810045
MC3R	-0.402212257
MC4R	-0.179930907
MC5R	0.062575634
MCAM	-0.861560326
MCAT	-0.045835247
MCC	-1.427629082
MCCC1	-0.863377021
MCCC2	-0.224023033
MCCD1	0.880130671
MCEE	0.681699246
MCF2	0.86534717
MCF2L	-1.580210337
MCF2L2	0.854236942
MCFD2	-0.163345027
MCHR1	0.001895464
MCHR2	-0.26993514
MCL1	-0.183570861
MCM10	-0.034919861
